"Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Please check the entered CVC number.","Controleer de ingevoerde CVC nummer."
"Please check the entered credit card number.","Controleer de ingevoerde creditcardnummer."
"Please enter here the Bank Identifier Code (BIC).","Vul hier de Bank Identifier Code (BIC)."
"Please enter here the CVC code from your card. You find the code on the back of the card.","Voer hier het CVC uw kaart in te voeren. U kunt dit vinden op de achterkant van uw creditcard."
"Please enter here the International Bank Account Number (IBAN).","Voer hier het International Bank Account Number (IBAN)."
"Please enter here the account holder name on the card.","Vul hier de naam rekeninghouder op de kaart."
"Please enter here the account holder name.","Vul hier de naam van de rekeninghouder."
"Please enter here the account number of your bank account.","Vul het rekeningnummer van uw bankrekening in te voeren"
"Please enter here the bank code of your bank.","Vul hier de bankcode van uw bank in te voeren"
"Please enter here the card holder name on the card.","Geef de kaarthouder een"
"Please enter here the commercial number of your company.","Vul hier het commerciële nummer van uw bedrijf."
"Please enter here the name of the account owner.","Vul de naam van de rekeninghouder in te voeren"
"Please enter here the number on your card.","Vul het kaartnummer van uw creditcard in te voeren"
"Please enter here the sales tax number of your company.","Vul hier de omzetbelasting nummer van uw bedrijf."
"Please enter here your social security number.","Vul hier uw sofi-nummer."
"Please enter the location of your bank.","Vul de locatie van uw bank."
"Please enter the name of your bank.","Vul de naam van uw bank."
"Please enter your IBAN number.","Gelieve uw IBAN-nummer."
"Please enter your issue number, if there is no CVC code on your card.","Vul uw probleem nummer als er geen CVC code op uw kaart."
"Please enter your phone number.","Please enter your phone number."
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support","Gelieve knipperen of de opslag cache uit te schakelen en probeer het opnieuw. Als dit niet helpt, moet u de machtiging methode om Payment Page en contact <a href=""%s"" target=""_blank"">sellXed</a>.', 'http://www.sellxed.com/en/support"
"Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Please log in below:","Please log in below:"
"Please select","Selecteer aub"
"Please select a shipping method before sending the order.","Please select a shipping method before sending the order."
"Please select the Bank Identifier Code (BIC) of your bank.","Selecteer de Bank Identifier Code (BIC) van uw bank."
"Please select the brand of your card.","Selecteer het merk van uw kaart."
"Please select the day of your birth.","Kies de dag van je geboorte."
"Please select the expiry month on your card.","Selecteer de mot van vervaldatum op uw kaart."
"Please select the expiry year on your card.","Vul datum van de kaart de vervaldatum in te voeren"
"Please select the month of your birth.","Kies de maand van je geboorte."
"Please select the processor for this payment method.","Please select the processor for this payment method."
"Please select the the year of your birth.","Selecteer het het jaar van uw geboorte."
"Please select your gender.","Selecteer uw geslacht."
"Please wait, processing your order...","Please wait, processing your order..."
"Postal code matches, but street address not verified.","Postcode correct is. Straat is niet geverifieerd."
"Powerpay","Powerpay"
"Price","Prijs"
"Processor","Processor"
"Product","Product"
"Product Name","Product Name"
"Purchase Point","Purchase Point"
"Qty","Hoeveelheid"
"Recurring","Terugkerende betalingen"
"Recurring Payments","Recurring Payments"
"Redirect / Lightbox Styling","Redirect / Lightbox Styling"
"Refund Amount","Terug te betalen bedrag"
"Refund ID","Refund ID"
"Refund amount","Terug te betalen bedrag"
"Refund information","Informatie van de terugbetaling"
"Refund status","Status van de restitutie"
"Refunded Amount","Bedrag gecrediteerd"
"Refunds","Refunds"
"Register","Register"
"Register to Create an Account","Register to Create an Account"
"Register with us for future convenience:","Register with us for future convenience:"
"Release Date","Release Date"
"Reset","Reset"
"Review","Review"
"Rounding Adjustment","Rounding Adjustment"
"Rounding adjustment","Rounding adjustment"
"Rounding adjustment.","Rounding adjustment."
"Row Total","Rijtotaal"
"SEPA Mandate ID","SEPA Mandate ID"
"SKU:","SKU:"
"Sales","Sales"
"Sales Tax Number","Sales Tax nummer"
"Save","Bewaren"
"Saved cards:","Opgeslagen kaarten:"
"Security Level","Beveiligingsniveau"
"See order and shipping status","See order and shipping status"
"Select Brand","Kies een Merk"
"Select Card Type","Selecteer Card Type"
"Select Method","Select Method"
"Select the authorization method to use for processing this payment method.","Selecteer de Autorisatie Methode voor deze betaalmethode."
"Select the date of your birth.","Kies de datum van uw geboorte."
"Select the date on which your card expires.","Selecteer de datum waarop uw kaart verloopt."
"Select the security level you want to use. This value must correspond with the selected value in the back-end of Datatrans. Note: In case you use the mail and phone order (MoTo) or the recurring feature you have to set the security level in both account identically.","Selecteer het beveiligingsniveau dat u wilt gebruiken. Deze waarde moet overeenkomen met de geselecteerde waarde in de back-end van Datatrans. Opmerking: In het geval u de e-mail en telefoon bestellen (MoTo) of terugkerende bestellingen te gebruiken, moet u het beveiligingsniveau identiek in beide accounts."
"Sellxed On Hold","Sellxed In de wacht"
"Send Invoice Email","Send Invoice Email"
"Send amounts to Datatrans in base currency.","Send amounts to Datatrans in base currency."
"Send amounts to Datatrans in store's base currency.","Send amounts to Datatrans in store's base currency."
"Send invoice email","Send invoice email"
"Send the invoice email automatically after invoice creation.","Send the invoice email automatically after invoice creation."
"Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","Voor 'Directe Boeking' het bedrag wordt direct in mindering gebracht na betaling voltooid. Voor 'Vertraagde boeking' het bedrag wordt gedebiteerd pas na een bepaalde periode van je."
"Set the sign1, sign2 and the settlement parameter in the module exactly the same way as in the security configuration at Datatrans.","Set the sign1, sign2 and the settlement parameter in the module exactly the same way as in the security configuration at Datatrans."
"Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Settlement after order","Creatie na de bestelling"
"Setup","Setup"
"Shipping & Handling","Shipping & Handling"
"Shipping Address","Shipping Address"
"Shipping Address: The shipping address must be the same as during the initial transaction.","Verzending Adres: De verzendadres moet hetzelfde zijn als tijdens de eerste transactie."
"Shipping Amount","Verzending bedrag"
"Shipping Information","Verzend Informatie"
"Shipping Method","Shipping Method"
"Shipping Methods","Shipping Methods"
"Shipping Refund","Verzending terugbetaling"
"Shipping and billing addresses do not match.","Shipping and billing addresses do not match."
"Shop","Shop"
"Shop ID","Winkel ID"
"Short Installation Instructions:","Short Installation Instructions:"
"Should the amount be captured automatically after the order (direct) or should the amount only be reserved (deferred)?","Mocht het bedrag automatisch worden vastgelegd na de bestelling (direct) of moet de vergoeding alleen worden gereserveerd (uitgestelde)?"
"Should the customer address be sent to Datatrans?","Wil je dat het adres van de klant wordt verzonden naar Datatrans?"
"Show","Show"
"Show Account Selection","Show Account Selection"
"Show Further Settings and Information","Toon meer instellingen en informatie"
"Show Image","Show Image"
"Show Payment Id","Show Payment Id"
"Show the payment id","Show the payment id"
"Show the payment id in the order information","Show the payment id in the order information"
"Show the payment image","Show the payment image"
"Show the payment image on the checkout page","Show the payment image on the checkout page"
"Sign 2 of Live Account","Teken 2 van de Live Account"
"Sign 2 of Live MoTo Account","Teken 2 van de Live MoTo Account"
"Sign 2 of Live Recurring Account","Sign2 van Live Recurring Account"
"Sign 2 of Test Account","Teken 2 van de Test Account"
"Sign 2 of Test MoTo Account","Teken 2 van de Test MoTo Account"
"Sign 2 of Test Recurring Account","Sign2 van Test Recurring Account"
"Sign In","Sign In"
"Sign Settlement Requests","Ondertekenen 'settlement requests'"
"Sign of Live Account","Teken van de Live-account"
"Sign of Live MoTo Account","Teken van de Live MoTo account"
"Sign of Live Recurring Account","Teken van Live Recurring Account"
"Sign of Test Account","Teken van de Test Account"
"Sign of Test MoTo Account","Teken van de Test MoTo Account"
"Sign of Test Recurring Account","Teken van Test Recurring Account"
"Social Security Number","Social Security Number"
"Solvency Check","Solvency Check"
"Sort Order","Schik de orde"
"State must be set on address.","State must be set on address."
"Status","Status"
"Store the payment details","Store the payment details"
"Stored payment details","Stored payment details"
"Street address and 5-digit postal code match.","Adres-en 5-cijferige postcode zijn correct."
"Street address and 9-digit postal code match.","Adres en de 9-cijferige postcode correct zijn."
"Street address and postal code do not match.","Adres en postcode komen niet overeen"
"Street address and postal code match.","Adres en postcode correct zijn."
"Street address does not match, but 5-digit postal code matches.","5-cijferige postcode correct is. Adres niet juist is."
"Street address does not match, but 9-digit postal code matches.","9-cijferige postcode correct is. Adres niet juist is."
"Street address matches, but 5-digit and 9-digit postal code do not match.","Adres correct. 5-cijferig en 9-cijferige postcode is niet correct."
"Street address matches, but postal code not verified.","Adres is correct. Postcode is niet geverifieerd."
"Styling Options","Styling Options"
"Submit Order","Submit Order"
"Submitting order information...","Submitting order information..."
"Subtotal","Subtotaal"
"Success","Succes"
"Successful","Met goed gevolg"
"Successful online refund of amount","Succesvolle online teruggaaf van bedragen"
"Successful payment authorization.","Succesvolle machtiging."
"Successfull online refund of amount","Het bedrag werd met succes terugbetaald."
"Support","Support"
"Swissbilling","Swissbilling"
"System unavailable.","Systeem niet beschikbaar"
"Tax Amount","Belastingbedrag"
"Technical issue: This payment methods is not available at the moment.","Technisch probleem: Deze betaalmethode is momenteel niet beschikbaar."
"Test Environment","Testomgeving"
"Test Mode","Test Mode"
"Test Transaction","Test Transaction"
"The HMAC key as defined in the live backoffice of Datatrans. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of Datatrans. You may need generate the HMAC key. Please take a look at the manual how to do this."
"The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","De SEPA-machtiging schema niet de tag 'tag!' Bevatten. Deze tag is nodig."
"The alias could not be found.","The alias could not be found."
"The alias has been deleted.","De alias is verwijderd."
"The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conductet with error code: !code, and reason: !reason:"
"The amount could not be verified.","The amount could not be verified."
"The amount of !amount is authorized.","Het bedrag van !amount is toegestaan."
"The amount of !amount is captured.","De hoeveelheid !amount wordt opgevangen."
"The amount of the transaction (!transactionAmount) and the amount of in the callback (!callbackAmount) do not correspond.","Het bedrag van de transactie (! TransactionAmount) en de hoeveelheid in de callback (! CallbackAmount) komen niet overeen."
"The authorization method '!method' is not supported.","De methode vergunning '!method' wordt niet ondersteund."
"The authorization number returned by credit card issuing bank.","Het nummer van de vergunning die is geretourneerd door de uitgevende bank van de credit card."
"The authorization status indicates the status of the transaction. The status may differ from the effective status, because this field is set direclty after the authorization and it may not be updated.","De status toestemming geeft de status van de transactie. De status kan afwijken van de daadwerkelijke positie, omdat het niet altijd bijgewerkt na de oorspronkelijke autorisatie."
"The authorization was not successful","The authorization was not successful"
"The bank account number field cannot be empty.","De doos voor het bankrekeningnummer is verplicht"
"The bank code field cannot be empty.","De code veld bank kan niet leeg zijn."
"The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","Het merk van de creditcard wordt gedetecteerd door het kaartnummer als verborgen bevoegdheid gebruik wordt gemaakt. Als de betaling pagina wordt gebruikt, moet de gebruiker het merk te selecteren. De toegestane creditcard merken kunnen worden beperkt door deze instelling."
"The brand with external name '!key' was not present in the map.","Het merk met externe naam  '!key' was niet in de kaart."
"The brand with key '!key' was not found in the card information map.","Het merk met de belangrijkste !key'  werd niet gevonden in de kaartinformatie kaart."
"The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","De vangst bedrag (!captureAmount) kan niet hoger zijn dan het toegestane bedrag (!authorizedAmount)."
"The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","De kaart merk selectie gebeurt automatisch, afhankelijk van het ingevoerde kaartnummer. Als er geen Javascript is actief in de browser, is een drop-down getoond. In het geval dat JavaScript is geactiveerd, het merk logo's kan worden aangetoond dient het merk de selectie onder de hand van beelden."
"The checkout process was not successful. Please try again.","The checkout process was not successful. Please try again."
"The color of the text in the header bar if no logo is given. Possible Values: &quot;white&quot; or &quot;black&quot;","The color of the text in the header bar if no logo is given. Possible Values: &quot;white&quot; or &quot;black&quot;"
"The color of your brand. The colors can be specified by their hexadecimal code (#FFFFFF) or empty for default value.","The color of your brand. The colors can be specified by their hexadecimal code (#FFFFFF) or empty for default value."
"The configuration has been saved.","De configuratie is opgeslagen."
"The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"The credit limit is exceeded. Please use a different payment method.","The credit limit is exceeded. Please use a different payment method."
"The currency of the transaction (!transactionCurrency) and the currency of in the callback (!callbackCurrency) do not correspond.","De valuta van de transactie (! TransactionCurrency) en de valuta van in de callback (! CallbackCurrency) komen niet overeen."
"The customer country code (ISO code) as returned by the issuer for this card.","De landcode klant (ISO-code) zoals geretourneerd door de uitgever van deze kaart."
"The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"The date of birth is required.","The date of birth is required."
"The expected format is '!format' where the 'MM' means the month number and 'YY' the year number.","De verwachte formaat is '!format' waar de 'MM' is de maand nummer en 'YY' het jaartal."
"The gender is required.","The gender is required."
"The given CVC code has the wrong length.","De gegeven CVC-code heeft de verkeerde lengte."
"The given card number has an invalid check sum.","Het opgegeven kaartnummer heeft een ongeldige checksum."
"The given card number has an invalid length.","Het opgegeven kaartnummer heeft een ongeldige lengte."
"The given hmac key is empty.","The given hmac key is empty."
"The given identifier is empty.","The given identifier is empty."
"The given password is empty.","The given password is empty."
"The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a nummeric value with length of two."
"The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a nummeric value with length of two."
"The given site number is empty.","The given site number is empty."
"The header logo's display style. Possible values: &quot;circle&quot; , &quot;rectangle&quot; or &quot;none&quot;","The header logo's display style. Possible values: &quot;circle&quot; , &quot;rectangle&quot; or &quot;none&quot;"
"The identifier as defined in the backoffice of Datatrans.","The identifier as defined in the backoffice of Datatrans."
"The invoice could not be captured and processed by","De rekening kon niet worden geboekt en bewerkt van Datatrans."
"The invoice could not be captured and processed. Reason:","De factuur kan niet worden vastgelegd en verwerkt. Reden:"
"The invoice could not be found.","De factuur kan niet worden gevonden."
"The invoice has been changed.","De factuur is gewijzigd."
"The invoice no longer exists.","De factuur bestaat niet meer."
"The layout does not contain the tag '!layout_tag'.","De lay-out is niet de tag '!layout_tag' bevatten."
"The merchant id given by Datatrans for mail and phone orders (MoTo) and for recurring payments. This merchant id is used for the live environment.","De merchant id van Datatrans voor mail en telefonische bestellingen (MoTo) en voor terugkerende betalingen. Deze merchant id wordt gebruikt voor het live-omgeving."
"The merchant id given by Datatrans for mail and phone orders (MoTo) payments. This merchant id is used for the live environment.","De koopman ID gegeven door Datatrans voor e-mail en telefonische bestellingen (MoTo) betalingen. Deze koopman-ID wordt gebruikt voor de live omgeving."
"The merchant id given by Datatrans for recurring payments. This merchant id is used for the live environment.","De koopman ID gegeven door Datatrans voor terugkerende betalingen. Deze koopman-ID wordt gebruikt voor de live omgeving."
"The merchant id given by Datatrans. This merchant id is used for the live environment.","De merchant id van Datatrans. Deze merchant id wordt gebruikt voor het live-omgeving."
"The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"The one click checkout allows the customer to select from a credit card previously stored. The credit card data is stored by Datatrans. To use this feature you need the option 'Alias'.","Met one click checkout de klant kan kiezen uit een eerder opgeslagen creditcard. De creditcard gegevens worden opgeslagen met Datatrans. Om deze functie te gebruiken, de optie 'Alias' is vereist."
"The order is not fully completed. Please contact the store owner.","The order is not fully completed. Please contact the store owner."
"The payment form will be displayed after submitting the order.","The payment form will be displayed after submitting the order."
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment method !paymentMethod does not support recurring payment.","De transactie !paymentMethod is mislukt met een onbekende fout"
"The payment method !paymentMethodName does not support the currency '!currency'.","De betaalmethode !paymentMethodName ondersteunt niet de munt '!currency'."
"The payment method !paymentMethodName is not available in your country ('!country').","De betaalmethode !paymentMethodName is niet beschikbaar in uw land ('!country')."
"The payment provider declined the transaction (Error Code 10). Household can not be identified at the given address.","The payment provider declined the transaction (Error Code 10). Household can not be identified at the given address."
"The payment provider declined the transaction (Error Code 4). Your address is postally incorrect. Please check again if your address was entered correctly.","The payment provider declined the transaction (Error Code 4). Your address is postally incorrect. Please check again if your address was entered correctly."
"The payment provider declined the transaction. For more information visit <a href='https://byjuno.ch/#dataprotection' target='_blank'>https://byjuno.ch/#dataprotection.</a>","The payment provider declined the transaction. For more information visit <a href='https://byjuno.ch/#dataprotection' target='_blank'>https://byjuno.ch/#dataprotection.</a>"
"The payment update has been made.","The payment update has been made."
"The provided signature does not match with the one calculated.","The provided signature does not match with the one calculated."
"The rang (PBX_RANG) as defined in the live backoffice of Datatrans. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of Datatrans. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit."
"The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"The refunding could not be conducted. Error code: !error.","The refunding could not be conducted. Error code: !error."
"The shopping cart has been altered!","The shopping cart has been altered!"
"The sign2 calculated and the sign2 in the callback do not correspond.","De sign2 berekend en de sign2 in de callback niet overeenkomen."
"The signature could not be verified.","The signature could not be verified."
"The site id (PBX_RANG) as defined in the backoffice of Datatrans.","The site id (PBX_RANG) as defined in the backoffice of Datatrans."
"The solvency check can be done at different stages in the checkout process. This setting controls when the check is done.","The solvency check can be done at different stages in the checkout process. This setting controls when the check is done."
"The test merchant id given by Datatrans for mail and phone orders (MoTo) and for recurring payments. This merchant id is used for the test environment.","De Test Merchant ID gegeven door Datatrans voor mail en telefonische bestellingen (MoTo) en voor terugkerende betalingen. Deze merchant ID wordt gebruikt voor de testomgeving."
"The test merchant id given by Datatrans for recurring payments. This merchant id is used for the test environment.","De test merchant ID gegeven door Datatrans voor terugkerende betalingen. Deze koopman ID wordt gebruikt voor de testomgeving."
"The test merchant id given by Datatrans. This merchant id is used for the test environment.","De Test Merchant ID gegeven door Datatrans. Deze merchant ID wordt gebruikt voor de testomgeving."
"The total amount could not be correctly calculated. Please contact the shop owner.","The total amount could not be correctly calculated. Please contact the shop owner."
"The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","Het totaal terug te betalen bedrag kan niet hoger zijn dan de vastgelegde bedrag"
"The transaction cannot be cancelled online.","The transaction cannot be cancelled online."
"The transaction cannot be captured online.","The transaction cannot be captured online."
"The transaction cannot be refunded online.","The transaction cannot be refunded online."
"The transaction failed with an unkown error.","De transactie is mislukt met een onbekende fout"
"The transaction failed with error code !code.","The transaction failed with error code !code."
"The transaction is only executed in the test system. The goods should not be delivered.","The transaction is only executed in the test system. The goods should not be delivered."
"The transaction was declined.","The transaction was declined."
"The uncertain transaction was accepted.","De ongedekte transactie werd aanvaard."
"The uncertain transaction was finally declined.","De ongedekte transactie werd uiteindelijk verworpen."
"The validation failed with the message: !message (!detail).","The validation failed with the message: !message (!detail)."
"The whole transaction is cancelled.","De gehele transactie is geannuleerd."
"There has been a problem during the processing of your payment.","There has been a problem during the processing of your payment."
"There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","Er is een probleem bij de verwerking van uw betaling. Neem contact op met de winkel eigenaar om ervoor te zorgen dat uw bestelling succesvol geplaatst wordt."
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1"
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There seems to be a problem with the Datatrans module.","Er lijkt een probleem met de Datatrans module zijn."
"There was an error validating the login and password.","There was an error validating the login and password."
"This URL has to be placed in the backend of Datatrans under UPP Administration > URL Post.","This URL has to be placed in the backend of Datatrans under UPP Administration > URL Post."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email."
"This information must be printed on an invoice slip, and delivered to the customer with the goods.","This information must be printed on an invoice slip, and delivered to the customer with the goods."
"This is a brief instruction of the main and most important installation steps, which need to be performed when installing the Datatrans module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip.","This is a brief instruction of the main and most important installation steps, which need to be performed when installing the Datatrans module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip."
"This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Datatrans account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Datatrans account."
"This payment method is currently unavailable.","This payment method is currently unavailable."
"This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page."
"This setting controls the height of the integrated iFrame. It is recommended to set this value to at least 400.","This setting controls the height of the integrated iFrame. It is recommended to set this value to at least 400."
"This setting controls the user identification for alias manager (one-click checkout) transactions. In case the shipping address is checked and the addresses do not match the CVC the user is forced to reenter all the credit card details.","Deze instelling regelt de gebruiker identificatie voor alias manager (een-klik checkout) transacties. In het geval dat het afleveradres wordt gecontroleerd en de adressen niet overeenkomen met de CVC de gebruiker wordt gedwongen om alle credit card gegevens opnieuw in te voeren."
"This status is set, when the payment was successfull and it is authorized.","Deze status wordt ingesteld, wanneer de betaling is gelukt en het is toegelaten."
"This transaction is already closed for further captures.","Deze transactie is gesloten en geen verdere gegevens worden gemaakt."
"This transaction is already closed for further refunds.","Deze transactie werd gesloten voor meer credits."
"This transaction no longer exists.","This transaction no longer exists."
"Timeout for pending payments (min)","Time-out voor lopende betalingen (min)"
"Titel","Titel"
"Title","Title"
"Title of the payment method","Naam van de betalingsmethode"
"Total","Totaal"
"Total Shipping Charges","Totale verzendkosten"
"Track order history","Track order history"
"Transaction","Transaction"
"Transaction Authorized","Geautoriseerde transactie"
"Transaction Cancelled","Transactie geannuleerd"
"Transaction Captured","Transactie opgenomen"
"Transaction History","Transaction History"
"Transaction ID Prefix","Prefix of the transaction ID"
"Transaction Id","Transaction Id"
"Transaction Paid","Transactie betaald"
"Transaction Uncertain","Transactie is onzeker"
"Transaction Updates","Bijwerking van de transactie"
"Transaction cancelled successfully","Transactie met succes geannuleerd"
"Transaction captured successfully","Transactie met succes gevangen"
"Transaction history","Overzicht transactie"
"Transaction timed out, because customer never completed the checkout","Transactie time-out, omdat de klant nooit klaar de kassa"
"Transaction was authorized over the deferred authorization mechanism.","Transactie werd toegestaan ​​over de uitgestelde autorisatiemechanisme."
"Transactions","Transactions"
"URLs","URLs"
"Unable to save the invoice.","Niet in staat om de factuur op te slaan."
"Uncertain Status","Uncertain Status"
"Uncertain transactions","Onzekere transacties"
"Unknown address check result","Onbekende resultaat van de adresverificatie"
"Unless you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","Unless you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"Update","Update"
"Update Qty's","Hoeveelheden update"
"Update interval for payments","Update Intervall voor betalingen"
"Use Base Currency","Use Base Currency"
"Use Default","Gebruik standaardinstellingen"
"Use base currency","Use base currency"
"User Identification","Gebruiker Identificatie"
"VISA","VISA"
"Validation","Bevestiging"
"Version","Version"
"View","View"
"Wait On Success Page","Wait On Success Page"
"We cannot get the transaction instance.","We cannot get the transaction instance."
"We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","We ervaren een probleem met uw betaling extensie van sellxed. Voor meer informatie kunt u terecht op de configuratie pagina van de plugin."
"When the store is not available (network outage, server failure or any other outage), when the feedback of Datatrans is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of Datatrans is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"When the store is not available (network outage, server failure or any other outage), when the feedback of Datatrans is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized.","Als de winkel is niet beschikbaar (netwerkstoring, server storing of een andere uitval), wanneer de terugkoppeling van Datatrans wordt verzonden, dan is de transactie staat is niet bijgewerkt. Dus geen orderbevestiging e-mail wordt verzonden en de volgorde is niet in de betaalde staat. Door de transactie-update activeert, kunnen dergelijke transacties worden toegestaan."
"When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento."
"Wheter the payment page shows the payment method selection as list (default) or as a grid. Possible values: &quot;list&quot; or &quot;grid&quot;","Wheter the payment page shows the payment method selection as list (default) or as a grid. Possible values: &quot;list&quot; or &quot;grid&quot;"
"Which account should be used for transactions done with the alias manager?","Welke rekening moet worden gebruikt voor transacties gedaan met de alias manager?"
"Year","Jaar"
"Yes","Ja"
"Yes, sign also settlement requests.","Ja, ondertekenen 'Settlement Requests'."
"Yes, switch automatically to mobile view","Ja, automatisch overschakelen naar mobiele weergave"
"Yes, use images for the brand selection.","Ja, gebruik beelden voor het merk selectie."
"You can allow the customers to manage/delete their aliases in the their account.","You can allow the customers to manage/delete their aliases in the their account."
"You can decide on the order status new orders should have after they are processed successfully.","Definiër de order status, die met succes werden verwerkt."
"You can decide on the order status new orders should have that have an uncertain authorization status.","Definiër de order status, die een onzekere status hebben."
"You can sign also the settlement requests to increase the security. This value must correspond with the setting in the backoffice of Datatrans. Note: In case you use the mail and phone order (MoTo) or the recurring feature you have to set this option in both account identically.","U kunt 'settlement requests' ondertekenen om de veiligheid te verhogen. Deze waarde moet overeenkomen met de geselecteerde waarde in de back-end van Datatrans. Opmerking: In het geval u de e-mail en telefoon bestellen (MoTo) of terugkerende bestellingen te gebruiken, moet u het beveiligingsniveau identiek in beide accounts."
"You can specify the order status for new orders that have an uncertain authorisation status.","U kunt de status van de bestelling voor nieuwe orders die een onzekere status van machtiging te geven."
"You can specify the order status for orders that are captured either directly after the order or manually in the backend.","U kunt de status van de bestelling voor bestellingen die ofwel zijn vastgelegd direct na de bestelling of handmatig in de backend specificeren."
"You can specify the order status when an order is cancelled.","U kunt de status van de bestelling aangeven wanneer een bestelling wordt geannuleerd."
